144,Gabriola,Regular,Gabriola.ttf,0,Gabriola,Gabriola,Gabriola,1,Gabriola,0,400,0,536871071,0,3758097135,1342185547,0,0,
145,Gadugi,Regular,gadugi.ttf,0,Gadugi,Gadugi,Gadugi,1,Gadugi,0,400,0,1,0,2147483651,33554432,12288,0,
146,Gadugi,Bold,gadugib.ttf,0,Gadugi,Gadugi-Bold,Gadugi Bold,2,Gadugi,Gadugi-Bold,0,700,262144,1,0,2147483651,33554432,12288,0,
147,Garamond,Regular,GARA.TTF,0,Garamond,Garamond,Garamond,1,Garamond,0,400,2,159,3755409408,647,0,0,0,
148,Garamond,Bold,GARABD.TTF,0,Garamond,Garamond-Bold,Garamond Bold,2,Garamond,Garamond-Bold,0,700,262146,159,3755409408,647,0,0,0,
149,Garamond,Italic,GARAIT.TTF,0,Garamond,Garamond-Italic,Garamond Italic,2,Garamond,Garamond-Italic,1,400,66,536871071,3755409408,647,0,0,0,
150,Georgia,Regular,georgia.ttf,0,Georgia,Georgia,Georgia,1,Georgia,0,400,2,536871071,0,647,0,0,0,
151,Georgia,Bold,georgiab.ttf,0,Georgia,Georgia-Bold,Georgia Bold,2,Georgia,Georgia-Bold,0,700,262146,536871071,0,647,0,0,0,
152,Georgia,Italic,georgiai.ttf,0,Georgia,Georgia-Italic,Georgia Italic,2,Georgia,Georgia-Italic,1,400,66,536871071,0,647,0,0,0,
153,Georgia,Bold Italic,georgiaz.ttf,0,Georgia,Georgia-BoldItalic,Georgia Bold Italic,2,Georgia,Georgia-BoldItalic,1,700,262210,536871071,0,647,0,0,0,
154,Gigi,Regular,GIGI.TTF,0,Gigi,Gigi-Regular,Gigi,2,Gigi,Gigi-Regular,0,400,0,536870913,0,3,0,0,0,
155,Gill Sans MT,Bold Italic,GILBI___.TTF,0,Gill Sans MT,GillSansMT-BoldItalic,Gill Sans MT Bold Italic,2,Gill Sans MT,GillSansMT-BoldItalic,1,700,262208,536870915,0,3,0,0,0,
156,Gill Sans MT,Bold,GILB____.TTF,0,Gill Sans MT,GillSansMT-Bold,Gill Sans MT Bold,2,Gill Sans MT,GillSansMT-Bold,0,700,262144,536870915,0,3,0,0,0,
157,Gill Sans MT Condensed,Regular,GILC____.TTF,0,Gill Sans MT Condensed,GillSansMT-Condensed,Gill Sans MT Condensed,2,Gill Sans MT Condensed,GillSansMT-Condensed,0,400,0,536870915,0,3,0,0,0,
158,Gill Sans MT,Italic,GILI____.TTF,0,Gill Sans MT,GillSansMT-Italic,Gill Sans MT Italic,2,Gill Sans MT,GillSansMT-Italic,1,400,64,536870915,0,3,0,0,0,
159,Gill Sans Ultra Bold Condensed,Regular,GILLUBCD.TTF,0,Gill Sans Ultra Bold Condensed,GillSans-UltraBoldCondensed,Gill Sans Ultra Bold Condensed,2,Gill Sans Ultra Bold Condensed,GillSans-UltraBoldCondensed,0,400,0,3,0,3,0,0,0,
160,Gill Sans Ultra Bold,Regular,GILSANUB.TTF,0,Gill Sans Ultra Bold,GillSans-UltraBold,Gill Sans Ultra Bold,2,Gill Sans Ultra Bold,GillSans-UltraBold,0,400,0,536870915,0,3,0,0,0,
161,Gill Sans MT,Regular,GIL_____.TTF,0,Gill Sans MT,GillSansMT,Gill Sans MT,2,Gill Sans MT,GillSansMT,0,400,0,536870915,0,3,0,0,0,
162,Gloucester MT Extra Condensed,Regular,GLECB.TTF,0,Gloucester MT Extra Condensed,GloucesterMT-ExtraCondensed,Gloucester MT Extra Condensed,2,Gloucester MT Extra Condensed,GloucesterMT-ExtraCondensed,0,400,2,536870913,0,3,0,0,0,
163,Gill Sans MT Ext Condensed Bold,Regular,GLSNECB.TTF,0,Gill Sans MT Ext Condensed Bold,GillSansMT-ExtraCondensedBold,Gill Sans MT Ext Condensed Bold,2,Gill Sans MT Ext Condensed Bold,GillSansMT-ExtraCondensedBold,0,400,0,536870915,0,3,0,0,0,
164,Century Gothic,Regular,GOTHIC.TTF,0,Century Gothic,CenturyGothic,Century Gothic,2,Century Gothic,CenturyGothic,0,400,0,536871071,3755409408,647,0,0,0,
165,Century Gothic,Bold,GOTHICB.TTF,0,Century Gothic,CenturyGothic-Bold,Century Gothic Bold,2,Century Gothic,CenturyGothic-Bold,0,700,262144,536871071,3755409408,647,0,0,0,
166,Century Gothic,Bold Italic,GOTHICBI.TTF,0,Century Gothic,CenturyGothic-BoldItalic,Century Gothic Bold Italic,2,Century Gothic,CenturyGothic-BoldItalic,1,700,262208,536871071,3755409408,647,0,0,0,
167,Century Gothic,Italic,GOTHICI.TTF,0,Century Gothic,CenturyGothic-Italic,Century Gothic Italic,2,Century Gothic,CenturyGothic-Italic,1,400,64,536871071,3755409408,647,0,0,0,
168,Goudy Old Style,Regular,GOUDOS.TTF,0,Goudy Old Style,GoudyOldStyleT-Regular,Goudy Old Style,2,Goudy Old Style,GoudyOldStyleT-Regular,0,400,2,536870913,0,3,0,0,0,
169,Goudy Old Style,Bold,GOUDOSB.TTF,0,Goudy Old Style,GoudyOldStyleT-Bold,Goudy Old Style Bold,3,Goudy Old Style,GoudyOldStyleT-Bold,Goudy Old Style Bold,0,700,262146,536870913,0,3,0,0,0,
170,Goudy Old Style,Italic,GOUDOSI.TTF,0,Goudy Old Style,GoudyOldStyleT-Italic,Goudy Old Style Italic,3,Goudy Old Style,GoudyOldStyleT-Italic,Goudy Old Style Italic,1,400,66,536870913,0,3,0,0,0,
171,Goudy Stout,Regular,GOUDYSTO.TTF,0,Goudy Stout,GoudyStout,Goudy Stout,2,Goudy Stout,GoudyStout,0,400,2,536870913,0,3,0,0,0,
172,Harlow Solid Italic,Italic,HARLOWSI.TTF,0,Harlow Solid Italic,HarlowSolid,Harlow Solid Italic,2,Harlow Solid Italic,HarlowSolid,1,400,64,536870913,0,3,0,0,0,
173,Harrington,Regular,HARNGTON.TTF,0,Harrington,Harrington,Harrington,1,Harrington,0,400,0,536870913,0,3,0,0,0,
174,Haettenschweiler,Regular,HATTEN.TTF,0,Haettenschweiler,Haettenschweiler,Haettenschweiler,1,Haettenschweiler,0,400,0,536871071,3755409408,647,0,0,0,
175,Microsoft Himalaya,Regular,himalaya.ttf,0,Microsoft Himalaya,MicrosoftHimalaya,Microsoft Himalaya,2,Microsoft Himalaya,MicrosoftHimalaya,0,400,0,1,0,2147483651,65536,64,0,
176,HoloLens MDL2 Assets,Regular,holomdl2.ttf,0,HoloLens MDL2 Assets,HoloLensMDL2Assets,HoloLens MDL2 Assets,2,HoloLens MDL2 Assets,HoloLensMDL2Assets,0,400,0,1,0,0,268435456,0,0,
177,High Tower Text,Regular,HTOWERT.TTF,0,High Tower Text,HighTowerText-Reg,High Tower Text,2,High Tower Text,HighTowerText-Reg,0,400,2,536870913,0,3,0,0,0,
178,High Tower Text,Italic,HTOWERTI.TTF,0,High Tower Text,HighTowerText-Italic,High Tower Text Italic,2,High Tower Text,HighTowerText-Italic,1,400,66,536870913,0,3,0,0,0,
179,Impact,Regular,impact.ttf,0,Impact,Impact,Impact,1,Impact,0,400,0,536871071,3755409408,647,0,0,0,
180,Imprint MT Shadow,Regular,IMPRISHA.TTF,0,Imprint MT Shadow,ImprintMT-Shadow,Imprint MT Shadow,2,Imprint MT Shadow,ImprintMT-Shadow,0,400,0,536870913,0,3,0,0,0,
181,Indie Flower,Regular,IndieFlower.ttf,0,Indie Flower,IndieFlower,Indie Flower,2,Indie Flower,IndieFlower,0,400,0,147,0,2684354607,1342177354,0,0,
182,Informal Roman,Regular,INFROMAN.TTF,0,Informal Roman,InformalRoman-Regular,Informal Roman,2,Informal Roman,InformalRoman-Regular,0,400,0,536870913,0,3,0,0,0,
183,Ink Free,Regular,Inkfree.ttf,0,Ink Free,InkFree,Ink Free,2,Ink Free,InkFree,0,400,0,1,0,2147483651,0,0,0,
184,Blackadder ITC,Regular,ITCBLKAD.TTF,0,Blackadder ITC,BlackadderITC-Regular,Blackadder ITC,2,Blackadder ITC,BlackadderITC-Regular,0,400,0,536870913,0,3,0,0,0,
185,Edwardian Script ITC,Regular,ITCEDSCR.TTF,0,Edwardian Script ITC,EdwardianScriptITC,Edwardian Script ITC,2,Edwardian Script ITC,EdwardianScriptITC,0,400,0,536870913,0,3,0,0,0,
186,Kristen ITC,Regular,ITCKRIST.TTF,0,Kristen ITC,KristenITC-Regular,Kristen ITC,2,Kristen ITC,KristenITC-Regular,0,400,0,536870913,0,3,0,0,0,
187,Javanese Text,Regular,javatext.ttf,0,Javanese Text,JavaneseText,Javanese Text,2,Javanese Text,JavaneseText,0,400,0,1,0,2147483651,8192,0,0,
188,Jokerman,Regular,JOKERMAN.TTF,0,Jokerman,Jokerman-Regular,Jokerman,2,Jokerman,Jokerman-Regular,0,400,0,536870913,0,3,0,0,0,
189,Juice ITC,Regular,JUICE___.TTF,0,Juice ITC,JuiceITC-Regular,Juice ITC,2,Juice ITC,JuiceITC-Regular,0,400,0,536870913,0,3,0,0,0,
190,Kunstler Script,Regular,KUNSTLER.TTF,0,Kunstler Script,KunstlerScript,Kunstler Script,2,Kunstler Script,KunstlerScript,0,400,0,536870913,0,3,0,0,0,
191,Wide Latin,Regular,LATINWD.TTF,0,Wide Latin,LatinWide,Wide Latin,2,Wide Latin,LatinWide,0,400,0,536870913,0,3,0,0,0,
192,Lucida Bright,Regular,LBRITE.TTF,0,Lucida Bright,LucidaBright,Lucida Bright,2,Lucida Bright,LucidaBright,0,400,2,536870913,0,3,0,0,0,
193,Lucida Bright,Demibold,LBRITED.TTF,0,Lucida Bright,LucidaBright-Demi,Lucida Bright Demibold,3,Lucida Bright,LucidaBright-Demi,Lucida Bright Demibold,0,600,262146,536870913,0,3,0,0,0,
194,Lucida Bright,Demibold Italic,LBRITEDI.TTF,0,Lucida Bright,LucidaBright-DemiItalic,Lucida Bright Demibold Italic,3,Lucida Bright,LucidaBright-DemiItalic,Lucida Bright Demibold Italic,1,600,262210,536870913,0,3,0,0,0,
195,Lucida Bright,Italic,LBRITEI.TTF,0,Lucida Bright,LucidaBright-Italic,Lucida Bright Italic,2,Lucida Bright,LucidaBright-Italic,1,400,66,536870913,0,3,0,0,0,
196,Lucida Calligraphy,Italic,LCALLIG.TTF,0,Lucida Calligraphy,LucidaCalligraphy-Italic,Lucida Calligraphy Italic,2,Lucida Calligraphy,LucidaCalligraphy-Italic,0,400,64,536870913,0,3,0,0,0,
197,Leelawadee UI,Bold,LeelaUIb.ttf,0,Leelawadee UI,LeelawadeeUI-Bold,Leelawadee UI Bold,2,Leelawadee UI,LeelawadeeUI-Bold,0,700,262144,65793,0,2197815299,0,65536,1,
198,Leelawadee,Regular,LEELAWAD.TTF,0,Leelawadee,Leelawadee,Leelawadee,1,Leelawadee,0,400,0,536936449,0,16777217,0,0,0,
199,Leelawadee,Bold,LEELAWDB.TTF,0,Leelawadee,Leelawadee-Bold,Leelawadee Bold,2,Leelawadee,Leelawadee-Bold,0,700,262144,536936449,0,16777217,0,0,0,
200,Leelawadee UI,Regular,LeelawUI.ttf,0,Leelawadee UI,LeelawadeeUI,Leelawadee UI,2,Leelawadee UI,LeelawadeeUI,0,400,0,65793,0,2197815299,0,65536,1,
201,Leelawadee UI Semilight,Regular,LeelUIsl.ttf,0,Leelawadee UI Semilight,LeelawadeeUI-Semilight,Leelawadee UI Semilight,2,Leelawadee UI Semilight,LeelawadeeUI-Semilight,0,350,0,65793,0,2197815299,0,65536,1,
202,Lucida Fax,Regular,LFAX.TTF,0,Lucida Fax,LucidaFax,Lucida Fax,3,Lucida Fax,LucidaFax,Lucida Fax Regular,0,400,2,536870913,0,3,0,0,0,
203,Lucida Fax,Demibold,LFAXD.TTF,0,Lucida Fax,LucidaFax-Demi,Lucida Fax Demibold,3,Lucida Fax,LucidaFax-Demi,Lucida Fax Demibold,0,600,262146,536870913,0,3,0,0,0,
204,Lucida Fax,Demibold Italic,LFAXDI.TTF,0,Lucida Fax,LucidaFax-DemiItalic,Lucida Fax Demibold Italic,3,Lucida Fax,LucidaFax-DemiItalic,Lucida Fax Demibold Italic,1,600,262210,536870913,0,3,0,0,0,
205,Lucida Fax,Italic,LFAXI.TTF,0,Lucida Fax,LucidaFax-Italic,Lucida Fax Italic,2,Lucida Fax,LucidaFax-Italic,1,400,66,536870913,0,3,0,0,0,
206,Lucida Handwriting,Italic,LHANDW.TTF,0,Lucida Handwriting,LucidaHandwriting-Italic,Lucida Handwriting Italic,2,Lucida Handwriting,LucidaHandwriting-Italic,0,400,64,536870913,0,3,0,0,0,
207,Lobster,Regular,Lobster-Regular.ttf,0,Lobster,Lobster-Regular,Lobster,2,Lobster,Lobster-Regular,0,400,0,536871319,0,2684355327,1342185563,0,0,
208,Lucida Sans,Regular,LSANS.TTF,0,Lucida Sans,LucidaSans,Lucida Sans,3,Lucida Sans,LucidaSans,Lucida Sans Regular,0,400,0,536870913,0,3,0,0,0,
209,Lucida Sans,Demibold Roman,LSANSD.TTF,0,Lucida Sans,LucidaSans-Demi,Lucida Sans Demibold Roman,3,Lucida Sans,LucidaSans-Demi,Lucida Sans Demibold Roman,0,600,262144,536870913,0,3,0,0,0,
210,Lucida Sans,Demibold Italic,LSANSDI.TTF,0,Lucida Sans,LucidaSans-DemiItalic,Lucida Sans Demibold Italic,3,Lucida Sans,LucidaSans-DemiItalic,Lucida Sans Demibold Italic,1,600,262208,536870913,0,3,0,0,0,
211,Lucida Sans,Italic,LSANSI.TTF,0,Lucida Sans,LucidaSans-Italic,Lucida Sans Italic,2,Lucida Sans,LucidaSans-Italic,1,400,64,536870913,0,3,0,0,0,
212,Lucida Sans Typewriter,Regular,LTYPE.TTF,0,Lucida Sans Typewriter,LucidaSans-Typewriter,Lucida Sans Typewriter,3,Lucida Sans Typewriter,LucidaSans-Typewriter,Lucida Sans Typewriter Regular,0,400,1,536870913,0,3,0,0,0,
213,Lucida Sans Typewriter,Bold,LTYPEB.TTF,0,Lucida Sans Typewriter,LucidaSans-TypewriterBold,Lucida Sans Typewriter Bold,2,Lucida Sans Typewriter,LucidaSans-TypewriterBold,0,600,262145,536870913,0,3,0,0,0,
214,Lucida Sans Typewriter,Bold Oblique,LTYPEBO.TTF,0,Lucida Sans Typewriter,LucidaSans-TypewriterBoldOblique,Lucida Sans Typewriter Bold Oblique,2,Lucida Sans Typewriter,LucidaSans-TypewriterBoldOblique,1,600,262209,536870913,0,3,0,0,0,
215,Lucida Sans Typewriter,Oblique,LTYPEO.TTF,0,Lucida Sans Typewriter,LucidaSans-TypewriterOblique,Lucida Sans Typewriter Oblique,2,Lucida Sans Typewriter,LucidaSans-TypewriterOblique,1,400,65,536870913,0,3,0,0,0,
216,Lucida Console,Regular,lucon.ttf,0,Lucida Console,LucidaConsole,Lucida Console,2,Lucida Console,LucidaConsole,0,400,1,31,3621191680,2147484303,6144,0,0,
217,Lucida Sans Unicode,Regular,l_10646.ttf,0,Lucida Sans Unicode,LucidaSansUnicode,Lucida Sans Unicode,2,Lucida Sans Unicode,LucidaSansUnicode,0,400,0,536871103,3623288832,2147490559,14699,0,0,
218,Magneto,Bold,MAGNETOB.TTF,0,Magneto,Magneto-Bold,Magneto Bold,2,Magneto,Magneto-Bold,0,700,262144,536870913,0,3,0,0,0,
219,Maiandra GD,Regular,MAIAN.TTF,0,Maiandra GD,MaiandraGD-Regular,Maiandra GD,2,Maiandra GD,MaiandraGD-Regular,0,400,2,536870913,0,3,0,0,0,
220,Malgun Gothic,Regular,malgun.ttf,0,Malgun Gothic,MalgunGothic,Malgun Gothic,3,Malgun Gothic,MalgunGothic,맑은 고딕,0,400,0,524289,0,2415919151,701988091,18,0,
221,Malgun Gothic,Bold,malgunbd.ttf,0,Malgun Gothic,MalgunGothicBold,Malgun Gothic Bold,4,Malgun Gothic,MalgunGothicBold,맑은 고딕,맑은 고딕 Bold,0,700,262144,524289,0,2415919151,701988091,18,0,
222,Malgun Gothic Semilight,Regular,malgunsl.ttf,0,Malgun Gothic Semilight,MalgunGothic-Semilight,Malgun Gothic Semilight,3,Malgun Gothic Semilight,MalgunGothic-Semilight,맑은 고딕 Semilight,0,300,0,540934589,3623813120,2415919791,30899451,18,0,
223,Marlett,Regular,marlett.ttf,0,Marlett,Marlett,Marlett,1,Marlett,0,500,4,2147483648,0,0,0,0,0,
224,Matura MT Script Capitals,Regular,MATURASC.TTF,0,Matura MT Script Capitals,MaturaMTScriptCapitals,Matura MT Script Capitals,2,Matura MT Script Capitals,MaturaMTScriptCapitals,0,400,0,536870913,0,3,0,0,0,
225,Microsoft Sans Serif,Regular,micross.ttf,0,Microsoft Sans Serif,MicrosoftSansSerif,Microsoft Sans Serif,2,Microsoft Sans Serif,MicrosoftSansSerif,0,400,0,536936959,539492352,3841994495,3221250139,41,0,
226,MingLiU-ExtB,Regular,mingliub.ttc,0,MingLiU-ExtB,MingLiU-ExtB,MingLiU-ExtB,2,MingLiU-ExtB,細明體-ExtB,0,400,2,1048577,0,2147483695,33554440,0,0,
227,Mistral,Regular,MISTRAL.TTF,0,Mistral,Mistral,Mistral,1,Mistral,0,400,0,536871071,3755409408,647,0,0,0,
228,Myanmar Text,Regular,mmrtext.ttf,0,Myanmar Text,MyanmarText,Myanmar Text,2,Myanmar Text,MyanmarText,0,400,0,1,0,2147483651,0,1024,0,
229,Myanmar Text,Bold,mmrtextb.ttf,0,Myanmar Text,MyanmarText-Bold,Myanmar Text Bold,2,Myanmar Text,MyanmarText-Bold,0,700,262144,1,0,2147483651,0,1024,0,
230,Modern No. 20,Regular,MOD20.TTF,0,Modern No. 20,Modern-Regular,Modern No. 20,2,Modern No. 20,Modern-Regular,0,400,2,536870913,0,3,0,0,0,
231,Mongolian Baiti,Regular,monbaiti.ttf,0,Mongolian Baiti,MongolianBaiti,Mongolian Baiti,2,Mongolian Baiti,MongolianBaiti,0,400,0,1,0,2147483683,0,131072,0,
232,MS Gothic,Regular,msgothic.ttc,0,MS Gothic,MS-Gothic,MS Gothic,3,MS Gothic,MS-Gothic,ＭＳ ゴシック,0,400,1,1073873055,3755409408,3758097151,1791491579,134217746,0,
233,Microsoft JhengHei,Regular,msjh.ttc,0,Microsoft JhengHei,MicrosoftJhengHeiRegular,Microsoft JhengHei,3,Microsoft JhengHei,MicrosoftJhengHeiRegular,微軟正黑體,0,400,0,1048585,0,679,684672000,22,0,
234,Microsoft JhengHei,Bold,msjhbd.ttc,0,Microsoft JhengHei,MicrosoftJhengHeiBold,Microsoft JhengHei Bold,4,Microsoft JhengHei,MicrosoftJhengHeiBold,微軟正黑體,微軟正黑體 Bold,0,700,262144,1048585,0,679,684672000,22,0,
235,Microsoft JhengHei Light,Regular,msjhl.ttc,0,Microsoft JhengHei Light,MicrosoftJhengHeiLight,Microsoft JhengHei Light,3,Microsoft JhengHei Light,MicrosoftJhengHeiLight,微軟正黑體 Light,0,290,0,1048585,0,2147484327,684672000,22,0,
236,Microsoft Uighur,Bold,MSUIGHUB.TTF,0,Microsoft Uighur,MicrosoftUighur-Bold,Microsoft Uighur Bold,2,Microsoft Uighur,MicrosoftUighur-Bold,0,700,262144,65,0,2147491875,2147483650,8,0,
237,Microsoft Uighur,Regular,MSUIGHUR.TTF,0,Microsoft Uighur,MicrosoftUighur,Microsoft Uighur,2,Microsoft Uighur,MicrosoftUighur,0,400,0,65,0,2147491875,2147483650,8,0,
238,Microsoft YaHei,Regular,msyh.ttc,0,Microsoft YaHei,MicrosoftYaHei,Microsoft YaHei,4,Microsoft YaHei,MicrosoftYaHei,微软雅黑,MicrosoftYaHeiRegular,0,400,0,262175,0,2147484295,718224464,22,0,
239,Microsoft YaHei,Bold,msyhbd.ttc,0,Microsoft YaHei,MicrosoftYaHei-Bold,Microsoft YaHei Bold,4,Microsoft YaHei,MicrosoftYaHei-Bold,微软雅黑,微软雅黑 Bold,0,700,262144,262175,0,2147484295,718224464,22,0,
240,Microsoft YaHei Light,Regular,msyhl.ttc,0,Microsoft YaHei Light,MicrosoftYaHeiLight,Microsoft YaHei Light,3,Microsoft YaHei Light,MicrosoftYaHeiLight,微软雅黑 Light,0,290,0,262175,0,2147484295,718209040,22,0,
241,Microsoft Yi Baiti,Regular,msyi.ttf,0,Microsoft Yi Baiti,Microsoft-Yi-Baiti,Microsoft Yi Baiti,2,Microsoft Yi Baiti,Microsoft-Yi-Baiti,0,400,0,1,0,2147483651,66562,524290,0,
242,Monotype Corsiva,Regular,MTCORSVA.TTF,0,Monotype Corsiva,MonotypeCorsiva,Monotype Corsiva,2,Monotype Corsiva,MonotypeCorsiva,1,400,64,536871071,3755409408,647,0,0,0,
243,MT Extra,Regular,MTEXTRA.TTF,0,MT Extra,MT-Extra,MT Extra,2,MT Extra,MT-Extra,0,400,0,1,0,0,0,0,0,
244,MV Boli,Regular,mvboli.ttf,0,MV Boli,MVBoli,MV Boli,2,MV Boli,MVBoli,0,400,0,1,0,3,0,256,0,
245,Niagara Engraved,Regular,NIAGENG.TTF,0,Niagara Engraved,NiagaraEngraved-Reg,Niagara Engraved,2,Niagara Engraved,NiagaraEngraved-Reg,0,400,0,536870913,0,3,0,0,0,
246,Niagara Solid,Regular,NIAGSOL.TTF,0,Niagara Solid,NiagaraSolid-Reg,Niagara Solid,2,Niagara Solid,NiagaraSolid-Reg,0,400,0,536870913,0,3,0,0,0,
247,Nirmala UI,Regular,Nirmala.ttf,0,Nirmala UI,NirmalaUI,Nirmala UI,2,Nirmala UI,NirmalaUI,0,400,0,1,0,2164228131,33554506,512,262144,
248,Nirmala UI,Bold,NirmalaB.ttf,0,Nirmala UI,NirmalaUI-Bold,Nirmala UI Bold,2,Nirmala UI,NirmalaUI-Bold,0,700,262144,1,0,2164228131,33554506,512,262144,
249,Nirmala UI Semilight,Regular,NirmalaS.ttf,0,Nirmala UI Semilight,NirmalaUI-Semilight,Nirmala UI Semilight,2,Nirmala UI Semilight,NirmalaUI-Semilight,0,350,0,1,0,2164228131,33554506,512,262144,
250,Microsoft New Tai Lue,Regular,ntailu.ttf,0,Microsoft New Tai Lue,MicrosoftNewTaiLue,Microsoft New Tai Lue,2,Microsoft New Tai Lue,MicrosoftNewTaiLue,0,400,0,1,0,3,0,2147483648,0,
251,Microsoft New Tai Lue,Bold,ntailub.ttf,0,Microsoft New Tai Lue,MicrosoftNewTaiLue-Bold,Microsoft New Tai Lue Bold,2,Microsoft New Tai Lue,MicrosoftNewTaiLue-Bold,0,700,262144,1,0,3,0,2147483648,0,
252,OCR A Extended,Regular,OCRAEXT.TTF,0,OCR A Extended,OCRAExtended,OCR A Extended,2,OCR A Extended,OCRAExtended,0,400,0,536870913,0,3,0,0,0,
253,Old English Text MT,Regular,OLDENGL.TTF,0,Old English Text MT,OldEnglishTextMT,Old English Text MT,2,Old English Text MT,OldEnglishTextMT,0,400,0,536870913,0,3,0,0,0,
254,Onyx,Regular,ONYX.TTF,0,Onyx,Onyx,Onyx,1,Onyx,0,400,0,536870913,0,3,0,0,0,
255,Open Sans,Bold,OpenSans-Bold.ttf,0,Open Sans,OpenSans-Bold,Open Sans Bold,2,Open Sans,OpenSans-Bold,0,700,262144,536871327,0,3758097135,1073750107,40,0,
256,Open Sans,Bold Italic,OpenSans-BoldItalic.ttf,0,Open Sans,OpenSans-BoldItalic,Open Sans Bold Italic,2,Open Sans,OpenSans-BoldItalic,1,700,262208,536871327,0,3758097135,1073750107,40,0,
257,Open Sans,Italic,OpenSans-Italic.ttf,0,Open Sans,OpenSans-Italic,Open Sans Italic,2,Open Sans,OpenSans-Italic,1,400,64,536871327,0,3758097135,1073750107,40,0,
258,Open Sans,Regular,OpenSans-Regular.ttf,0,Open Sans,OpenSans,Open Sans,2,Open Sans,OpenSans,0,400,0,536871327,0,3758097135,1073750107,40,0,
259,MS Outlook,Regular,OUTLOOK.TTF,0,MS Outlook,MSOutlook,MS Outlook,2,MS Outlook,MSOutlook,0,400,4,2147483648,0,0,0,0,0,
260,Palatino Linotype,Regular,pala.ttf,0,Palatino Linotype,PalatinoLinotype-Roman,Palatino Linotype,2,Palatino Linotype,PalatinoLinotype-Roman,0,400,2,536871327,0,3758097031,1073741843,0,0,
261,Palatino Linotype,Bold,palab.ttf,0,Palatino Linotype,PalatinoLinotype-Bold,Palatino Linotype Bold,2,Palatino Linotype,PalatinoLinotype-Bold,0,700,262146,536871327,0,3758097031,1073741843,0,0,
262,Palatino Linotype,Bold Italic,palabi.ttf,0,Palatino Linotype,PalatinoLinotype-BoldItalic,Palatino Linotype Bold Italic,2,Palatino Linotype,PalatinoLinotype-BoldItalic,1,700,262210,536871327,0,3758097031,1073741843,0,0,
263,Palatino Linotype,Italic,palai.ttf,0,Palatino Linotype,PalatinoLinotype-Italic,Palatino Linotype Italic,2,Palatino Linotype,PalatinoLinotype-Italic,1,400,66,536871327,0,3758097031,1073741843,0,0,
264,Palace Script MT,Regular,PALSCRI.TTF,0,Palace Script MT,PalaceScriptMT,Palace Script MT,2,Palace Script MT,PalaceScriptMT,1,400,64,536870913,0,3,0,0,0,
265,Papyrus,Regular,PAPYRUS.TTF,0,Papyrus,Papyrus-Regular,Papyrus,2,Papyrus,Papyrus-Regular,0,400,0,536870913,0,3,0,0,0,
266,Parchment,Regular,PARCHM.TTF,0,Parchment,Parchment-Regular,Parchment,2,Parchment,Parchment-Regular,0,400,0,536870913,0,3,0,0,0,
267,Perpetua,Bold Italic,PERBI___.TTF,0,Perpetua,Perpetua-BoldItalic,Perpetua Bold Italic,2,Perpetua,Perpetua-BoldItalic,1,700,262210,1,0,3,0,0,0,
268,Perpetua,Bold,PERB____.TTF,0,Perpetua,Perpetua-Bold,Perpetua Bold,2,Perpetua,Perpetua-Bold,0,700,262146,536870913,0,3,0,0,0,
269,Perpetua,Italic,PERI____.TTF,0,Perpetua,Perpetua-Italic,Perpetua Italic,2,Perpetua,Perpetua-Italic,1,400,66,1,0,3,0,0,0,
270,Perpetua Titling MT,Bold,PERTIBD.TTF,0,Perpetua Titling MT,PerpetuaTitlingMT-Bold,Perpetua Titling MT Bold,2,Perpetua Titling MT,PerpetuaTitlingMT-Bold,0,700,262146,536870913,0,3,0,0,0,
271,Perpetua Titling MT,Light,PERTILI.TTF,0,Perpetua Titling MT,PerpetuaTitlingMT-Light,Perpetua Titling MT Light,2,Perpetua Titling MT,PerpetuaTitlingMT-Light,0,300,2,536870913,0,3,0,0,0,
272,Perpetua,Regular,PER_____.TTF,0,Perpetua,Perpetua,Perpetua,1,Perpetua,0,400,2,536870913,0,3,0,0,0,
273,Microsoft PhagsPa,Regular,phagspa.ttf,0,Microsoft PhagsPa,MicrosoftPhagsPa,Microsoft PhagsPa,2,Microsoft PhagsPa,MicrosoftPhagsPa,0,400,0,1,0,3,2097152,134217728,0,
274,Microsoft PhagsPa,Bold,phagspab.ttf,0,Microsoft PhagsPa,MicrosoftPhagsPa-Bold,Microsoft PhagsPa Bold,2,Microsoft PhagsPa,MicrosoftPhagsPa-Bold,0,700,262144,1,0,3,2097152,134217728,0,
275,Playbill,Regular,PLAYBILL.TTF,0,Playbill,Playbill,Playbill,1,Playbill,0,400,0,536870913,0,3,0,0,0,
276,Poiret One,Regular,PoiretOne-Regular.ttf,0,Poiret One,PoiretOne-Regular,Poiret One,2,Poiret One,PoiretOne-Regular,0,400,0,151,0,2684355119,1342177354,0,0,
277,Poor Richard,Regular,POORICH.TTF,0,Poor Richard,PoorRichard-Regular,Poor Richard,2,Poor Richard,PoorRichard-Regular,0,400,2,536870913,0,3,0,0,0,
278,Pristina,Regular,PRISTINA.TTF,0,Pristina,Pristina-Regular,Pristina,2,Pristina,Pristina-Regular,0,400,0,536870913,0,3,0,0,0,
279,Rage Italic,Regular,RAGE.TTF,0,Rage Italic,RageItalic,Rage Italic,2,Rage Italic,RageItalic,0,400,0,536870913,0,3,0,0,0,
